Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Year,Location_code,US_State,Abbreviation
20001214X41382,Accident,FTW85LA029,1984-10-26,"EL PASO, TX",United States,Non-Fatal,Substantial,DOUGLAS,DC3C,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41283,Accident,ATL85LA022,1984-10-26,"BIRMINGHAM, AL",United States,Non-Fatal,Substantial,BEECH,95,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,AL,Alabama,AL
20001214X41246,Accident,ANC85FA012,1984-10-26,"KENAI, AK",United States,Non-Fatal,Substantial,MAULE,M-6-235,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,AK,Alaska,AK
20001214X41349,Accident,DEN85LA020,1984-10-26,"LIMA, MT",United States,Non-Fatal,Substantial,AEROSPATIALE,SA316B,No,1.0,Turbo Shaft,Unknown,0.0,0.0,1.0,4.0,VMC,Probable Cause,1984,MT,Montana,MT
20001214X41301,Incident,CHI85IA032,1984-10-27,"CHICAGO, IL",United States,Incident,Minor,MCDONNELL DOUGLAS,DC-10-30,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,276.0,VMC,Probable Cause,1984,IL,Illinois,IL
20001214X41472,Accident,NYC85LA020,1984-10-27,"FARMINGTON, PA",United States,Non-Fatal,Substantial,PIPER,PA-28-161,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,PA,Pennsylvania,PA
20001214X41421,Accident,LAX85LUQ01,1984-10-27,"CAMARILLO, CA",United States,Non-Fatal,Substantial,JACK L. BIGHAM,BEDE 5B,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,CA,California,CA
20001214X41418,Accident,LAX85LA033,1984-10-27,"LOWER LAKE, CA",United States,Non-Fatal,Substantial,CESSNA,150M,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Probable Cause,1984,CA,California,CA
20001214X41417,Accident,LAX85LA032,1984-10-27,"FILLMORE, CA",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,CA,California,CA
20001214X41384,Accident,FTW85LA031,1984-10-27,"COOPER, TX",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41380,Accident,FTW85LA026,1984-10-27,"HINTON, OK",United States,Non-Fatal,Substantial,PIPER,PA-28-140,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,OK,Oklahoma,OK
20001214X41350,Accident,DEN85LA021,1984-10-27,"GLEN CANYON, UT",United States,Non-Fatal,Substantial,CESSNA,320B,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,1984,UT,Utah,UT
20001214X41323,Accident,CHI85LA028,1984-10-27,"FRASER, MI",United States,Non-Fatal,Substantial,SWIFT,GC-1A,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Probable Cause,1984,MI,Michigan,MI
20001214X41289,Accident,BFO85FA003,1984-10-27,"WASHINGTON, DC",United States,Non-Fatal,Substantial,PIPER,PA-23-250,No,2.0,Reciprocating,Business,0.0,0.0,0.0,5.0,VMC,Probable Cause,1984,DC,Washington_DC,DC
20001214X41284,Accident,ATL85LA023,1984-10-27,"SPRINGVILLE, AL",United States,Non-Fatal,Substantial,FOUR SEASONS AVIATIONS,AMERICAN AEROLIGHT,Yes,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Probable Cause,1984,AL,Alabama,AL
20001214X41257,Accident,ANC85LA013,1984-10-27,"HOMER, AK",United States,Non-Fatal,Substantial,MAULE,M-6,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,1984,AK,Alaska,AK
20001214X41458,Accident,NYC85FA015,1984-10-28,"BUTLER, PA",United States,Fatal(2),Destroyed,ENSTROM,280C,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Probable Cause,1984,PA,Pennsylvania,PA
20001214X41325,Accident,CHI85LA030,1984-10-28,"AURORA, IL",United States,Non-Fatal,Destroyed,MOORE,QUICKSILVER MX II,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,IL,Illinois,IL
20001214X41420,Accident,LAX85LA035,1984-10-28,"CASTROVILLE, CA",United States,Non-Fatal,Substantial,BELL,47-G2,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,CA,California,CA
20001214X41419,Accident,LAX85LA034,1984-10-28,"FIREBIRD LAKE, AZ",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,AZ,Arizona,AZ
20001214X41381,Accident,FTW85LA027,1984-10-28,"LIPAN, TX",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41351,Accident,DEN85LA022,1984-10-28,"LONGMONT, CO",United States,Non-Fatal,Substantial,CESSNA,R172K,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,Probable Cause,1984,CO,Colorado,CO
20001214X41326,Accident,CHI85LA033,1984-10-28,"CHICAGO, IL",United States,Non-Fatal,Substantial,CESSNA,172,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,IL,Illinois,IL
20001214X41282,Accident,ATL85LA021,1984-10-28,"CUMMING, GA",United States,Non-Fatal,Substantial,PIPER,PA-38-112,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,GA,Georgia,GA
20001214X41266,Accident,ATL85FLT02,1984-10-28,"WHITE MILLS, KY",United States,Non-Fatal,Substantial,CESSNA,177RG,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Probable Cause,1984,KY,Kentucky,KY
20001214X41258,Accident,ANC85LA014,1984-10-28,"DAN CREEK, AK",United States,Non-Fatal,Substantial,DE HAVILLAND,OTTER DHC-3,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,AK,Alaska,AK
20001214X41430,Incident,MIA85IA021,1984-10-29,"JACKSONVILLE, FL",United States,Incident,Minor,PIPER,PA-60,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,FL,Florida,FL
20001214X41338,Accident,DEN85FA026,1984-10-29,"LAS VEGAS, NM",United States,Fatal(1),Destroyed,CESSNA,340,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Probable Cause,1984,NM,New Mexico,NM
20001214X41290,Accident,BFO85FA004,1984-10-29,"KEYSER'S RIDGE, MD",United States,Fatal(2),Destroyed,DE HAVILLAND,DH 82 TIGER MOTH,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Probable Cause,1984,MD,Maryland,MD
20001214X41453,Accident,MKC85LA010,1984-10-29,"GRAND ISLAND, NE",United States,Non-Fatal,Substantial,ASPEN,QUICKIE 2,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,NE,Nebraska,NE
20001214X41442,Accident,MIA85LA020,1984-10-29,"WEST BAY, FL",United States,Non-Fatal,Substantial,AEROSPATIALE,SA-315-B,No,1.0,Turbo Shaft,Aerial Application,0.0,0.0,1.0,0.0,VMC,Probable Cause,1984,FL,Florida,FL
20001214X41441,Accident,MIA85LA019,1984-10-29,"FT.WALTON BEACH, FL",United States,Non-Fatal,Substantial,BEECH,76,No,2.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,Probable Cause,1984,FL,Florida,FL
20001214X41383,Accident,FTW85LA030,1984-10-29,"TERRELL, TX",United States,Non-Fatal,Substantial,HUGHES,269A,No,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41392,Accident,LAX85FA036,1984-10-30,"BEAUMONT, CA",United States,Fatal(2),Destroyed,BELL,206B,No,1.0,Turbo Shaft,Business,2.0,1.0,0.0,0.0,UNK,Probable Cause,1984,CA,California,CA
20001214X41361,Accident,FTW85FA032,1984-10-30,"LANE CITY, TX",United States,Non-Fatal,Destroyed,BELL,206B,No,1.0,Turbo Shaft,Unknown,0.0,1.0,2.0,0.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41385,Accident,FTW85LA033,1984-10-30,"SANDIA, TX",United States,Non-Fatal,Substantial,STINSON,108,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41285,Accident,ATL85LA024,1984-10-30,"LINCOLN, TN",United States,Non-Fatal,Substantial,PIPER,PA-25-235,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,TN,Tennessee,TN
20001214X41298,Accident,CHI85FA034,1984-10-30,"MC CORDSVILLE, IN",United States,Non-Fatal,Substantial,HUGHES,500D/369D,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,IN,Indiana,IN
20001214X41445,Accident,MKC85FA012,1984-10-31,"CARBONDALE, KS",United States,Fatal(3),Destroyed,MOONEY,M20E,No,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,Probable Cause,1984,KS,Kansas,KS
20001214X41300,Accident,CHI85FA036,1984-10-31,"NORTH FREEDOM, WI",United States,Fatal(1),Destroyed,PIPER,PA-32R-300,No,1.0,Reciprocating,Business,1.0,1.0,0.0,0.0,IMC,Probable Cause,1984,WI,Wisconsin,WI
20001214X41299,Accident,CHI85FA035,1984-10-31,"WOOSTER, OH",United States,Fatal(2),Destroyed,GULFSTREAM,690C,No,2.0,Turbo Prop,Business,2.0,0.0,0.0,0.0,VMC,Probable Cause,1984,OH,Ohio,OH
20001214X41454,Accident,MKC85LA011,1984-10-31,"CHANUTE, KS",United States,Non-Fatal,Substantial,CESSNA,310J,No,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,KS,Kansas,KS
20001214X41393,Accident,LAX85FUG01,1984-10-31,"RIVERSIDE, CA",United States,Non-Fatal,Substantial,CESSNA,195,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,CA,California,CA
20001214X41286,Accident,ATL85LA025,1984-10-31,"CHARLOTTE, NC",United States,Non-Fatal,Substantial,"SMITH, TED AEROSTAR",AEROSTAR 600A,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,NC,North Carolina,NC
20001214X41666,Accident,NYC85LA018,1984-11-01,"LACONIA, NH",United States,Non-Fatal,Destroyed,BEECH,G18S,No,2.0,Reciprocating,Unknown,0.0,0.0,2.0,0.0,VMC,Probable Cause,1984,NH,New Hampshire,NH
20001214X41665,Accident,NYC85LA017,1984-11-01,"ANDES, NY",United States,Non-Fatal,Destroyed,CESSNA,172P,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,NY,New York,NY
20001214X41599,Incident,LAX85IA037,1984-11-01,"LOS ANGELES, CA",United States,Incident,Minor,BOEING,747-131,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,365.0,VMC,Probable Cause,1984,CA,California,CA
20001214X41591,Accident,FTW85LA070,1984-11-01,"BIG LAKE, TX",United States,Non-Fatal,Substantial,CESSNA,P210N,No,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41491,Accident,ANC85LA019,1984-11-01,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,HELIO,H-250,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Probable Cause,1984,AK,Alaska,AK
20001214X41656,Accident,NYC85FA019,1984-11-02,"BEVERLY, MA",United States,Fatal(2),Destroyed,PIPER,PA-28-140,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Probable Cause,1984,MA,Massachusetts,MA
20001214X41592,Accident,LAX85FA038,1984-11-02,"MEADOW VISTA, CA",United States,Fatal(1),Destroyed,STINSON,VOYAGER 150,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,1984,CA,California,CA
20001214X41562,Accident,FTW85FA034,1984-11-02,"EL RENO, OK",United States,Fatal(1),Destroyed,BELLANCA,8KCAB,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,1984,OK,Oklahoma,OK
20001214X41644,Accident,MKC85LA015,1984-11-02,"AURORA, MO",United States,Non-Fatal,Substantial,PIPER,PA-24-250,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,MO,Missouri,MO
20001214X41642,Accident,MKC85LA013,1984-11-02,"SPRINGFIELD, MO",United States,Non-Fatal,Substantial,PIPER,PA-28-151,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,MO,Missouri,MO
20001214X41532,Accident,CHI85LA043,1984-11-02,"COLUMBUS, OH",United States,Non-Fatal,Substantial,ROCKWELL,AC-112A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,1984,OH,Ohio,OH
20001214X41501,Accident,ATL85LA026,1984-11-02,"BAY ST. LOUIS, MS",United States,Non-Fatal,Substantial,MOONEY,M20C,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Probable Cause,1984,MS,Mississippi,MS
20001214X41612,Accident,MIA85FA022,1984-11-03,"JASPER, FL",United States,Non-Fatal,Destroyed,PIPER,PA-30,No,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Probable Cause,1984,FL,Florida,FL
20001214X41533,Accident,CHI85LA044,1984-11-03,"DELAWARE, OH",United States,Non-Fatal,Destroyed,WELLS,KR-2,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Probable Cause,1984,OH,Ohio,OH
20001214X41527,Incident,CHI85IA042,1984-11-03,"WHEELING, IL",United States,Incident,Minor,CESSNA,T210L,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,IL,Illinois,IL
20001214X41659,Accident,NYC85FFJ01,1984-11-03,"ENDICOTT, NY",United States,Non-Fatal,Substantial,STEVENS,MONNETT-MONI,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,Probable Cause,1984,NY,New York,NY
20001214X41575,Accident,FTW85LA035,1984-11-03,"SONORA, TX",United States,Non-Fatal,Substantial,BEECH,95-A55,No,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41563,Accident,FTW85FA037,1984-11-03,"MCKINNEY, TX",United States,Non-Fatal,Substantial,CESSNA,182A,No,1.0,Reciprocating,Other Work Use,0.0,1.0,1.0,0.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41530,Accident,CHI85LA040,1984-11-03,"WYATT, IN",United States,Non-Fatal,Substantial,CESSNA,150M,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,IN,Indiana,IN
20001214X41529,Accident,CHI85LA038,1984-11-03,"GRAYSLAKE, IL",United States,Non-Fatal,Substantial,CESSNA,310C,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,1984,IL,Illinois,IL
20001214X41528,Accident,CHI85LA037,1984-11-03,"MOORHEAD, MN",United States,Non-Fatal,Substantial,KRAGNES,ACROSPORT II,Yes,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,MN,Minnesota,MN
20001214X41580,Accident,FTW85LA043,1984-11-03,"TERLINGUA, TX",United States,Non-Fatal,Substantial,BELL,47D1,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41613,Accident,MIA85FA023,1984-11-04,"CRESTVIEW, FL",United States,Fatal(2),Destroyed,BEECH,C23,No,1.0,Reciprocating,Personal,2.0,2.0,0.0,0.0,IMC,Probable Cause,1984,FL,Florida,FL
20001214X41600,Incident,LAX85IA040,1984-11-04,"SANTA ANA, CA",United States,Incident,Substantial,WESTLAND HELICOPTERS,WG30,No,2.0,Turbo Shaft,Positioning,0.0,0.0,0.0,2.0,IMC,Probable Cause,1984,CA,California,CA
20001214X41519,Accident,BFO85FA005,1984-11-04,"SYRIA, VA",United States,Fatal(2),Destroyed,DOUGLAS,AD-4NA,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Probable Cause,1984,VA,Virginia,VA
20001214X41667,Accident,NYC85LA021,1984-11-04,"OXFORD, CT",United States,Non-Fatal,Substantial,PIPER,PA-32-300,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,CT,Connecticut,CT
20001214X41643,Accident,MKC85LA014,1984-11-04,"OXFORD, IA",United States,Non-Fatal,Substantial,CESSNA,150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,IA,Iowa,IA
20001214X41623,Accident,MIA85LA024,1984-11-04,"DAVIE, FL",United States,Non-Fatal,Substantial,BELLANCA,7ECA,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,FL,Florida,FL
20001214X41602,Accident,LAX85LA039,1984-11-04,"SANGER, CA",United States,Non-Fatal,Substantial,PIPER,PA-32-301,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,1984,CA,California,CA
20001214X41577,Accident,FTW85LA038,1984-11-04,"PARIS, TX",United States,Non-Fatal,Substantial,CESSNA,150K,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41500,Accident,ATL85FLT03,1984-11-04,"SODDY DAISEY, TN",United States,Non-Fatal,Substantial,CESSNA,T210N,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,IMC,Probable Cause,1984,TN,Tennessee,TN
20001214X41680,Accident,SEA85LA014,1984-11-05,"LAKESIDE, OR",United States,Non-Fatal,Destroyed,HILLER,UH-12E,No,1.0,Reciprocating,Business,0.0,0.0,3.0,0.0,VMC,Probable Cause,1984,OR,Oregon,OR
20001214X41611,Accident,MIA84LA023,1984-11-05,"MIAMI, FL",United States,Non-Fatal,Destroyed,CESSNA,C-152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,FL,Florida,FL
20001214X41526,Incident,CHI85IA039,1984-11-05,"CHICAGO, IL",United States,Incident,Substantial,ROCKWELL,NA-265-25,No,2.0,Turbo Jet,Executive/corporate,0.0,0.0,0.0,10.0,UNK,Probable Cause,1984,IL,Illinois,IL
20001214X41681,Accident,SEA85LA015,1984-11-05,"ELY, NV",United States,Non-Fatal,Substantial,BOEING,A75N1,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,NV,Nevada,NV
20001214X41669,Accident,NYC85LA023,1984-11-05,"GROTON, CT",United States,Non-Fatal,Substantial,BEECH,BE-55E,No,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,IMC,Probable Cause,1984,CT,Connecticut,CT
20001214X41576,Accident,FTW85LA036,1984-11-05,"NEW ORLEANS, LA",United States,Non-Fatal,Substantial,ROBINSON,R22,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,LA,Louisiana,LA
20001214X41531,Accident,CHI85LA041,1984-11-05,"PILLAGER, MN",United States,Non-Fatal,Substantial,CESSNA,150M,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,MN,Minnesota,MN
20001214X41555,Accident,DEN85LA023,1984-11-05,"DENVER, CO",United States,Non-Fatal,Substantial,PIPER,PA-34-200T,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,VMC,Probable Cause,1984,CO,Colorado,CO
20001214X41624,Accident,MIA85LA025,1984-11-06,"OCALA, FL",United States,Non-Fatal,Destroyed,CESSNA,310C,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,FL,Florida,FL
20001214X41520,Accident,BFO85FA006,1984-11-06,"WATERFORD, VA",United States,Fatal(1),Destroyed,PIPER,J3C-65,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,1984,VA,Virginia,VA
20001214X41668,Accident,NYC85LA022,1984-11-06,"LANDOVER, MD",United States,Non-Fatal,Substantial,MOONEY,M20C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,MD,Maryland,MD
20001214X41645,Accident,MKC85LA016,1984-11-06,"SPRINGFIELD, MO",United States,Non-Fatal,Substantial,CESSNA,401A,No,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,MO,Missouri,MO
20001214X41638,Accident,MKC85FA017,1984-11-06,"OMAHA, AR",United States,Fatal(1),Substantial,PIPER,PA18-150,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,1984,AR,Arkansas,AR
20001214X41646,Accident,MKC85LA018,1984-11-07,"ALGONA, IA",United States,Non-Fatal,Substantial,PIPER,PA-18-150,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,IA,Iowa,IA
20001214X41503,Accident,ATL85LA028,1984-11-07,"BAXLEY, GA",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,GA,Georgia,GA
20001214X41502,Accident,ATL85LA027,1984-11-07,"HARMONY, NC",United States,Non-Fatal,Substantial,CESSNA,180J,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,NC,North Carolina,NC
20001214X41564,Accident,FTW85FA040,1984-11-08,"WEST MONROE, LA",United States,Non-Fatal,Destroyed,CESSNA,T337B,No,2.0,Reciprocating,Executive/corporate,0.0,2.0,0.0,0.0,VMC,Probable Cause,1984,LA,Louisiana,LA
20001214X41625,Accident,MIA85LA026,1984-11-08,"MAYPORT, FL",United States,Non-Fatal,Substantial,CESSNA,T210M,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Probable Cause,1984,FL,Florida,FL
20001214X41584,Accident,FTW85LA049,1984-11-08,"DENVER CITY, TX",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41578,Accident,FTW85LA039,1984-11-08,"MISSION, TX",United States,Non-Fatal,Substantial,AIR TRACTOR,AT-301,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41556,Accident,DEN85LA024,1984-11-08,"WILLISTON, ND",United States,Non-Fatal,Substantial,CESSNA,185C,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,ND,North Dakota,ND
20001214X41534,Accident,CHI85LA045,1984-11-08,"ALTON, IL",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,IL,Illinois,IL
20001214X41505,Accident,ATL85LA030,1984-11-08,"ARITON, AL",United States,Non-Fatal,Substantial,BELLANCA,17-30A,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,AL,Alabama,AL
20001214X41504,Accident,ATL85LA029,1984-11-08,"REIDSVILLE, NC",United States,Non-Fatal,Substantial,CESSNA,152,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,NC,North Carolina,NC
20001214X41614,Accident,MIA85FA028,1984-11-09,"ORLANDO, FL",United States,Non-Fatal,Destroyed,CESSNA,150,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Probable Cause,1984,FL,Florida,FL
20001214X41506,Accident,ATL85LA031,1984-11-09,"HOGANSVILLE, GA",United States,Non-Fatal,Minor,HUGHES,369HS,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,Probable Cause,1984,GA,Georgia,GA
20001214X41647,Accident,MKC85LA019,1984-11-09,"JUNCTION CITY, KS",United States,Non-Fatal,Substantial,CESSNA,R172E,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,1.0,VMC,Probable Cause,1984,KS,Kansas,KS
20001214X41605,Accident,LAX85LA045,1984-11-09,"INVERNESS, CA",United States,Non-Fatal,Substantial,BELL,206B,No,1.0,Turbo Shaft,Aerial Observation,0.0,0.0,0.0,4.0,VMC,Probable Cause,1984,CA,California,CA
20001214X41583,Accident,FTW85LA048,1984-11-09,"AMARILLO, TX",United States,Non-Fatal,Substantial,CESSNA,170B,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,TX,Texas,TX
20001214X41660,Accident,NYC85FGM01,1984-11-10,"WEST MIFFLIN, PA",United States,Non-Fatal,Destroyed,CESSNA,172P,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,Probable Cause,1984,PA,Pennsylvania,PA
20001214X41657,Accident,NYC85FA025,1984-11-10,"TAUNTON, MA",United States,Fatal(1),Minor,CESSNA,C337,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,3.0,VMC,Probable Cause,1984,MA,Massachusetts,MA
20001214X41488,Accident,ANC85LA015,1984-11-10,"TALKEETNA, AK",United States,Non-Fatal,Destroyed,PIPER,PA-12,No,1.0,Reciprocating,Personal,0.0,1.0,1.0,1.0,VMC,Probable Cause,1984,AK,Alaska,AK
20001214X41678,Accident,NYC85LA041,1984-11-10,"MARLBORO, NJ",United States,Non-Fatal,Substantial,MOONEY,M20J,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,1984,NJ,New Jersey,NJ
20001214X41671,Accident,NYC85LA027,1984-11-10,"CONYNGHAM, PA",United States,Non-Fatal,Substantial,TAYLORCRAFT,BL-65,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,PA,Pennsylvania,PA
20001214X41670,Accident,NYC85LA026B,1984-11-10,"WATERFORD, CT",United States,Non-Fatal,Substantial,BEECH,B95,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Probable Cause,1984,CT,Connecticut,CT
20001214X41628,Accident,MIA85LA034,1984-11-10,"GAINESVILLE, FL",United States,Non-Fatal,Substantial,PIPER,PA-28R-201T,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,1984,FL,Florida,FL
20001214X41626,Accident,MIA85LA030,1984-11-10,"HOMESTEAD, FL",United States,Non-Fatal,Substantial,LET,L-13,No,1.0,Unknown,Instructional,0.0,0.0,0.0,1.0,VMC,Probable Cause,1984,FL,Florida,FL
